

*******************************************************************************
Ephemeris / WWW_USER Wed Apr 24 00:30:52 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Juno (spacecraft) (-61)         {source: juno_merged_DE436}
Center body name: Jupiter (599)                   {source: juno_merged_DE436}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2016-Aug-01 00:00:00.0000 TDB
Stop  time      : A.D. 2016-Sep-23 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 71492.0, 71492.0, 66854.0 km    {Equator_a, b, pole_c}
Keplerian GM    : 1.2668653190037040E+08 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2457617.125000000, A.D. 2016-Aug-16 15:00:00.0000,  9.816072820771018E-01,  7.523364897653942E+04,  9.079906522857561E+01,  2.692516123893883E+02,  1.746758287534881E+02,  2.457628037783237E+06,  7.795402284102229E-05,  2.864999214402135E+02,  1.861804946721353E+02,  4.090404109491384E+06,  8.105574570006229E+06,  4.618106761907285E+06,
2457617.166666667, A.D. 2016-Aug-16 16:00:00.0000,  9.816071581789786E-01,  7.523210972159824E+04,  9.079261020472639E+01,  2.692515145287430E+02,  1.746761619200412E+02,  2.457628037971171E+06,  7.795720297481324E-05,  2.867763031053805E+02,  1.862036235395961E+02,  4.090292867935996E+06,  8.105353626150394E+06,  4.617918373961036E+06,
2457617.208333333, A.D. 2016-Aug-16 17:00:00.0000,  9.816070440451800E-01,  7.523067904996102E+04,  9.078479778682193E+01,  2.692513928978499E+02,  1.746764699085950E+02,  2.457628038143793E+06,  7.796015241684036E-05,  2.870530265602149E+02,  1.862268617807144E+02,  4.090189702772900E+06,  8.105148726495838E+06,  4.617743665701653E+06,
2457617.250000000, A.D. 2016-Aug-16 18:00:00.0000,  9.816069419786240E-01,  7.522938610177732E+04,  9.077577376095137E+01,  2.692512487001146E+02,  1.746767465784794E+02,  2.457628038297899E+06,  7.796281119188741E-05,  2.873301668198334E+02,  1.862502163589704E+02,  4.090096710092882E+06,  8.104964034083986E+06,  4.617586186238761E+06,
2457617.291666667, A.D. 2016-Aug-16 19:00:00.0000,  9.816068532723348E-01,  7.522825277489489E+04,  9.076566215537861E+01,  2.692510829522477E+02,  1.746769876218557E+02,  2.457628038431401E+06,  7.796513699733008E-05,  2.876077741094767E+02,  1.862736924174699E+02,  4.090015367612102E+06,  8.104802482449309E+06,  4.617448437400016E+06,
2457617.333333333, A.D. 2016-Aug-16 20:00:00.0000,  9.816067800349880E-01,  7.522730592773901E+04,  9.075462839565633E+01,  2.692508975218132E+02,  1.746771874791532E+02,  2.457628038541542E+06,  7.796707463073614E-05,  2.878859145001641E+02,  1.862972963771168E+02,  4.089947604108337E+06,  8.104667902288934E+06,  4.617333684828044E+06,
2457617.375000000, A.D. 2016-Aug-16 21:00:00.0000,  9.816067232977833E-01,  7.522656294002036E+04,  9.074287524944309E+01,  2.692506951172151E+02,  1.746773428443320E+02,  2.457628038626869E+06,  7.796859047672849E-05,  2.881646245736579E+02,  1.863210324298800E+02,  4.089894593438820E+06,  8.104562623937619E+06,  4.617243915772085E+06,
2457617.416666667, A.D. 2016-Aug-16 22:00:00.0000,  9.816066840646861E-01,  7.522603909250215E+04,  9.073061066202415E+01,  2.692504787881877E+02,  1.746774508107364E+02,  2.457628038686170E+06,  7.796965436141646E-05,  2.884439356431530E+02,  1.863449043847991E+02,  4.089857389339658E+06,  8.104488739586814E+06,  4.617180914144813E+06,
2457617.458333333, A.D. 2016-Aug-16 23:00:00.0000,  9.816066631414128E-01,  7.522574582475636E+04,  9.071805115917651E+01,  2.692502519975234E+02,  1.746775092572969E+02,  2.457628038718679E+06,  7.797024335129231E-05,  2.887238689798662E+02,  1.863689152817408E+02,  4.089836792698981E+06,  8.104447839573205E+06,  4.617146035802814E+06,
2457617.500000000, A.D. 2016-Aug-17 00:00:00.0000,  9.816066610550669E-01,  7.522568976679555E+04,  9.070542020045070E+01,  2.692500186068781E+02,  1.746775170489889E+02,  2.457628038724164E+06,  7.797034377229377E-05,  2.890044334687620E+02,  1.863930671896035E+02,  4.089833281059599E+06,  8.104440872352403E+06,  4.617140089203038E+06,
2457617.541666667, A.D. 2016-Aug-17 01:00:00.0000,  9.816066780220356E-01,  7.522587226946984E+04,  9.069294397472882E+01,  2.692497828109946E+02,  1.746774741239766E+02,  2.457628038702961E+06,  7.796995214565897E-05,  2.892856247215107E+02,  1.864173611172160E+02,  4.089846975961801E+06,  8.104468079654131E+06,  4.617163280124486E+06,
2457617.583333333, A.D. 2016-Aug-17 02:00:00.0000,  9.816067139383944E-01,  7.522628926134197E+04,  9.068084613277813E+01,  2.692495490426533E+02,  1.746773815122043E+02,  2.457628038655970E+06,  7.796907547178663E-05,  2.895674250492992E+02,  1.864417969926096E+02,  4.089877633033167E+06,  8.104528976804992E+06,  4.617215194891816E+06,
2457617.625000000, A.D. 2016-Aug-17 03:00:00.0000,  9.816067683787310E-01,  7.522693132918906E+04,  9.066934230609013E+01,  2.692493218622944E+02,  1.746772413114162E+02,  2.457628038584618E+06,  7.796773111160867E-05,  2.898498039506273E+02,  1.864663736849510E+02,  4.089924646096508E+06,  8.104622360863828E+06,  4.617294807318041E+06,
2457617.666666667, A.D. 2016-Aug-17 04:00:00.0000,  9.816068405970256E-01,  7.522778396367743E+04,  9.065863486486273E+01,  2.692491058407613E+02,  1.746770566344832E+02,  2.457628038490826E+06,  7.796594639680657E-05,  2.901327189308714E+02,  1.864910890554076E+02,  4.089987060706517E+06,  8.104746337449356E+06,  4.617400501595724E+06,
2457617.708333333, A.D. 2016-Aug-17 05:00:00.0000,  9.816069295280992E-01,  7.522882793781176E+04,  9.064890814115788E+01,  2.692489054402954E+02,  1.746768315346910E+02,  2.457628038376953E+06,  7.796375802894175E-05,  2.904161165663350E+02,  1.865159400303562E+02,  4.090063595022858E+06,  8.104898362107905E+06,  4.617530107596411E+06,
2457617.750000000, A.D. 2016-Aug-17 06:00:00.0000,  9.816070337908890E-01,  7.523003979890933E+04,  9.064032422611136E+01,  2.692487248971378E+02,  1.746765709118571E+02,  2.457628038245738E+06,  7.796121128974755E-05,  2.906999337756569E+02,  1.865409226940782E+02,  4.090152667254048E+06,  8.105075294709187E+06,  4.617680947285931E+06,
2457617.791666667, A.D. 2016-Aug-17 07:00:00.0000,  9.816071516960722E-01,  7.523139245944338E+04,  9.063301939865296E+01,  2.692485681083336E+02,  1.746762804006628E+02,  2.457628038100234E+06,  7.795835906968830E-05,  2.909840992813792E+02,  1.865660323995352E+02,  4.090252429438946E+06,  8.105273466418448E+06,  4.617849891865860E+06,
2457617.833333333, A.D. 2016-Aug-17 08:00:00.0000,  9.816072812608241E-01,  7.523285587158853E+04,  9.062710122658660E+01,  2.692484385251631E+02,  1.746759662425135E+02,  2.457628037943733E+06,  7.795526072105824E-05,  2.912685352459636E+02,  1.865912638958669E+02,  4.090360807363642E+06,  8.105488758855695E+06,  4.618033429304564E+06,
2457617.875000000, A.D. 2016-Aug-17 09:00:00.0000,  9.816074205107173E-01,  7.523439732153664E+04,  9.062264474556657E+01,  2.692483390191198E+02,  1.746756350757755E+02,  2.457628037779639E+06,  7.795197967699065E-05,  2.915531603824942E+02,  1.866166115372955E+02,  4.090475583665424E+06,  8.105716770009312E+06,  4.618227805011890E+06,
2457617.916666667, A.D. 2016-Aug-17 10:00:00.0000,  9.816075664044384E-01,  7.523598399740101E+04,  9.061969755190346E+01,  2.692482719426768E+02,  1.746752940503650E+02,  2.457628037611607E+06,  7.794858629292586E-05,  2.918378865548498E+02,  1.866420691698665E+02,  4.090594298274743E+06,  8.105952612552086E+06,  4.618428853182054E+06,
2457617.958333333, A.D. 2016-Aug-17 11:00:00.0000,  9.816077165469850E-01,  7.523758111815297E+04,  9.061826934254879E+01,  2.692482388384116E+02,  1.746749502629123E+02,  2.457628037443127E+06,  7.794514986074861E-05,  2.921226287065890E+02,  1.866676306937815E+02,  4.090714527663461E+06,  8.106191474208769E+06,  4.618632469668106E+06,
2457618.000000000, A.D. 2016-Aug-17 12:00:00.0000,  9.816078681366593E-01,  7.523915451757473E+04,  9.061833858638710E+01,  2.692482405310610E+02,  1.746746108608199E+02,  2.457628037277665E+06,  7.794174128614390E-05,  2.924073015324462E+02,  1.866932899607083E+02,  4.090833791135517E+06,  8.106428427753459E+06,  4.618834453266174E+06,
2457618.041666667, A.D. 2016-Aug-17 13:00:00.0000,  9.816080183102721E-01,  7.524067096944261E+04,  9.061985182217386E+01,  2.692482770553768E+02,  1.746742828121396E+02,  2.457628037118531E+06,  7.793843038892377E-05,  2.926918227441899E+02,  1.867190410034940E+02,  4.090949645272048E+06,  8.106658619574653E+06,  4.619030665661974E+06,
2457618.083333333, A.D. 2016-Aug-17 14:00:00.0000,  9.816081642173852E-01,  7.524209890885348E+04,  9.062272535559718E+01,  2.692483476408588E+02,  1.746739727493580E+02,  2.457628036968810E+06,  7.793528431164162E-05,  2.929761149035073E+02,  1.867448781923740E+02,  4.091059739668655E+06,  8.106877380428456E+06,  4.619217125845846E+06,
2457618.125000000, A.D. 2016-Aug-17 15:00:00.0000,  9.816083030981834E-01,  7.524340908616084E+04,  9.062684766534397E+01,  2.692484507174054E+02,  1.746736868243345E+02,  2.457628036831293E+06,  7.793236601105484E-05,  2.932601070975855E+02,  1.867707963800956E+02,  4.091161869828767E+06,  8.107080330571373E+06,  4.619390099729981E+06,
2457618.166666667, A.D. 2016-Aug-17 16:00:00.0000,  9.816084323613603E-01,  7.524457514084481E+04,  9.063208243539351E+01,  2.692485839417163E+02,  1.746734305782028E+02,  2.457628036708422E+06,  7.792973287486384E-05,  2.935437364122579E+02,  1.867967910321798E+02,  4.091254025717763E+06,  8.107263476294681E+06,  4.619546182431707E+06,
2457618.208333333, A.D. 2016-Aug-17 17:00:00.0000,  9.816085496583238E-01,  7.524557408754154E+04,  9.063827210857519E+01,  2.692487442434828E+02,  1.746732088292116E+02,  2.457628036602250E+06,  7.792743549895282E-05,  2.938269491680531E+02,  1.868228583393913E+02,  4.091334434730775E+06,  8.107423295374009E+06,  4.619682371105843E+06,
2457618.250000000, A.D. 2016-Aug-17 18:00:00.0000,  9.816086529502268E-01,  7.524638671111636E+04,  9.064524184060740E+01,  2.692489278896702E+02,  1.746730255805547E+02,  2.457628036514402E+06,  7.792551665177773E-05,  2.941097018961136E+02,  1.868489953104214E+02,  4.091401598125094E+06,  8.107556809539072E+06,  4.619796126713102E+06,
2457618.291666667, A.D. 2016-Aug-17 19:00:00.0000,  9.816087405648231E-01,  7.524699787156540E+04,  9.065280372570813E+01,  2.692491305646263E+02,  1.746728839493174E+02,  2.457628036446059E+06,  7.792401044343080E-05,  2.943919620426626E+02,  1.868751998437082E+02,  4.091454320286511E+06,  8.107661642701455E+06,  4.619885423650561E+06,
2457618.333333333, A.D. 2016-Aug-17 20:00:00.0000,  9.816088112407968E-01,  7.524739672250960E+04,  9.066076116487820E+01,  2.692493474633517E+02,  1.746727861168158E+02,  2.457628036397943E+06,  7.792294170807849E-05,  2.946737084015517E+02,  1.869014707781699E+02,  4.091491730508996E+06,  8.107736064295483E+06,  4.619948786695739E+06,
2457618.375000000, A.D. 2016-Aug-17 21:00:00.0000,  9.816088641580314E-01,  7.524757684887732E+04,  9.066891325558113E+01,  2.692495733950805E+02,  1.746727332998885E+02,  2.457628036370316E+06,  7.792232560056324E-05,  2.949549312836498E+02,  1.869278079233248E+02,  4.091513297246235E+06,  8.107779017643592E+06,  4.619985315189281E+06,
2457618.416666667, A.D. 2016-Aug-17 22:00:00.0000,  9.816088989531220E-01,  7.524753633012738E+04,  9.067705909551024E+01,  2.692498028943348E+02,  1.746727257421511E+02,  2.457628036362993E+06,  7.792216740147758E-05,  2.952356324391215E+02,  1.869542120698135E+02,  4.091518835023782E+06,  8.107790133717436E+06,  4.619994694772487E+06,
2457618.458333333, A.D. 2016-Aug-17 23:00:00.0000,  9.816089157202608E-01,  7.524727773515545E+04,  9.068500191152282E+01,  2.692500303367945E+02,  1.746727627238658E+02,  2.457628036375361E+06,  7.792246252027162E-05,  2.955158247534616E+02,  1.869806849816703E+02,  4.091508504370912E+06,  8.107769731006669E+06,  4.619977197285642E+06,
2457618.500000000, A.D. 2016-Aug-18 00:00:00.0000,  9.816089149983286E-01,  7.524680805400702E+04,  9.069255294533338E+01,  2.692502500576334E+02,  1.746728425888985E+02,  2.457628036406400E+06,  7.792319668303164E-05,  2.957955317408044E+02,  1.870072293718545E+02,  4.091482805237912E+06,  8.107718802421817E+06,  4.619933669615388E+06,
2457618.541666667, A.D. 2016-Aug-18 01:00:00.0000,  9.816088977456245E-01,  7.524613856996573E+04,  9.069953504777484E+01,  2.692504564703437E+02,  1.746729627872268E+02,  2.457628036454718E+06,  7.792434629039787E-05,  2.960747868585221E+02,  1.870338488625392E+02,  4.091442564409801E+06,  8.107638990249637E+06,  4.619865512357343E+06,
2457618.583333333, A.D. 2016-Aug-18 02:00:00.0000,  9.816088653040630E-01,  7.524528467373329E+04,  9.070578595106387E+01,  2.692506441844304E+02,  1.746731199315833E+02,  2.457628036518593E+06,  7.792587893141766E-05,  2.963536326659401E+02,  1.870605479315169E+02,  4.091388917419903E+06,  8.107532550166071E+06,  4.619774649148776E+06,
2457618.625000000, A.D. 2016-Aug-18 03:00:00.0000,  9.816088193549268E-01,  7.524426561955010E+04,  9.071116120166226E+01,  2.692508081206490E+02,  1.746733098670251E+02,  2.457628036596008E+06,  7.792775404056165E-05,  2.966321198476126E+02,  1.870873318458542E+02,  4.091323285419835E+06,  8.107402305220121E+06,  4.619663487447859E+06,
2457618.666666667, A.D. 2016-Aug-18 04:00:00.0000,  9.816087618683282E-01,  7.524310422148211E+04,  9.071553674368838E+01,  2.692509436226208E+02,  1.746735277524628E+02,  2.457628036684700E+06,  7.792992368717576E-05,  2.969103061187301E+02,  1.871142065836759E+02,  4.091247347393435E+06,  8.107251590565389E+06,  4.619534871419899E+06,
2457618.708333333, A.D. 2016-Aug-18 05:00:00.0000,  9.816086950485062E-01,  7.524182648696250E+04,  9.071881114399793E+01,  2.692510465636448E+02,  1.746737681534084E+02,  2.457628036782213E+06,  7.793233348872874E-05,  2.971882550272700E+02,  1.871411787447106E+02,  4.091163008030634E+06,  8.107084189574306E+06,  4.619392027470426E+06,
2457618.750000000, A.D. 2016-Aug-18 06:00:00.0000,  9.816086212769167E-01,  7.524046118429949E+04,  9.072090744532041E+01,  2.692511134473359E+02,  1.746740251453494E+02,  2.457628036885944E+06,  7.793492364079852E-05,  2.974660346654221E+02,  1.871682554500829E+02,  4.091072361522533E+06,  8.106904261860767E+06,  4.619238502872439E+06,
2457618.791666667, A.D. 2016-Aug-18 07:00:00.0000,  9.816085430548714E-01,  7.523903934140848E+04,  9.072177462469830E+01,  2.692511415003602E+02,  1.746742924271866E+02,  2.457628036993199E+06,  7.793763005727847E-05,  2.977437163017904E+02,  1.871954442317939E+02,  4.090977651519731E+06,  8.106716263698054E+06,  4.619078097902467E+06,
2457618.833333333, A.D. 2016-Aug-18 08:00:00.0000,  9.816084629471943E-01,  7.523759367468870E+04,  9.072138862311857E+01,  2.692511287550735E+02,  1.746745634440455E+02,  2.457628037101250E+06,  7.794038561336039E-05,  2.980213729465078E+02,  1.872227529124607E+02,  4.090881227526906E+06,  8.106524861379124E+06,  4.618914791952088E+06,
2457618.875000000, A.D. 2016-Aug-18 09:00:00.0000,  9.816083835281042E-01,  7.523615794980084E+04,  9.071975290169514E+01,  2.692510741193881E+02,  1.746748315184661E+02,  2.457628037207385E+06,  7.794312148119305E-05,  2.982990778638066E+02,  1.872501894761954E+02,  4.090785498097366E+06,  8.106334838244931E+06,  4.618752664234324E+06,
2457618.916666667, A.D. 2016-Aug-18 10:00:00.0000,  9.816083073302325E-01,  7.523476628008840E+04,  9.071689847351486E+01,  2.692509774308101E+02,  1.746750899884914E+02,  2.457628037308970E+06,  7.794576854365115E-05,  2.985769030507450E+02,  1.872777619320028E+02,  4.090692881344208E+06,  8.106150996408327E+06,  4.618595809962320E+06,
2457618.958333333, A.D. 2016-Aug-18 11:00:00.0000,  9.816082367974323E-01,  7.523345237331984E+04,  9.071288336182008E+01,  2.692508394914511E+02,  1.746753323505423E+02,  2.457628037403502E+06,  7.794825886556145E-05,  2.988549177064044E+02,  1.873054781717294E+02,  4.090605753493815E+06,  8.105978054614310E+06,  4.618448253230358E+06,
2457619.000000000, A.D. 2016-Aug-18 12:00:00.0000,  9.816081742417931E-01,  7.523224874296879E+04,  9.070779144757725E+01,  2.692506620810569E+02,  1.746755524042338E+02,  2.457628037488659E+06,  7.795052719449123E-05,  2.991331867223624E+02,  1.873333458253647E+02,  4.090526396456241E+06,  8.105820544169513E+06,  4.618313858247276E+06,
2457619.041666667, A.D. 2016-Aug-18 13:00:00.0000,  9.816081218051119E-01,  7.523118590580858E+04,  9.070173069445268E+01,  2.692504479458248E+02,  1.746757443955412E+02,  2.457628037562358E+06,  7.795251245558583E-05,  2.994117692317423E+02,  1.873613721172793E+02,  4.090456945648945E+06,  8.105682705392082E+06,  4.618196241014211E+06,
2457619.083333333, A.D. 2016-Aug-18 14:00:00.0000,  9.816080814249275E-01,  7.523029159247450E+04,  9.069483077645599E+01,  2.692502007620450E+02,  1.746759031540792E+02,  2.457628037622790E+06,  7.795415919805621E-05,  2.996907172594890E+02,  1.873895637276836E+02,  4.090399339546755E+06,  8.105568387501036E+06,  4.618098683937529E+06,
2457619.125000000, A.D. 2016-Aug-18 15:00:00.0000,  9.816080548051914E-01,  7.522959000084460E+04,  9.068724017949610E+01,  2.692499250753306E+02,  1.746760242198498E+02,  2.457628037668466E+06,  7.795541894614903E-05,  2.999700745193778E+02,  1.874179266640429E+02,  4.090355272594002E+06,  8.105480955187160E+06,  4.618024056142718E+06,
2457619.166666667, A.D. 2016-Aug-18 16:00:00.0000,  9.816080433915326E-01,  7.522910112303047E+04,  9.067912289490515E+01,  2.692496262181394E+02,  1.746761039548001E+02,  2.457628037698246E+06,  7.795625140663783E-05,  3.002498754018443E+02,  1.874464661472460E+02,  4.090326153140049E+06,  8.105423205157069E+06,  4.617974742296891E+06,
2457619.208333333, A.D. 2016-Aug-18 17:00:00.0000,  9.816080483510464E-01,  7.522884017372670E+04,  9.067065485671537E+01,  2.692493102099364E+02,  1.746761396350944E+02,  2.457628037711363E+06,  7.795662548967016E-05,  3.005301441897169E+02,  1.874751865167921E+02,  4.090313067890615E+06,  8.105397295607504E+06,  4.617952582461419E+06,
2457619.250000000, A.D. 2016-Aug-18 18:00:00.0000,  9.816080705561301E-01,  7.522881714105702E+04,  9.066202027383936E+01,  2.692489836448316E+02,  1.746761295212902E+02,  2.457628037707432E+06,  7.795652011280201E-05,  3.008108945239712E+02,  1.875040911579787E+02,  4.090316753913568E+06,  8.105404690686080E+06,  4.617958824728001E+06,
2457619.291666667, A.D. 2016-Aug-18 19:00:00.0000,  9.816081105711855E-01,  7.522903646920105E+04,  9.065340794239442E+01,  2.692486535695165E+02,  1.746760729057914E+02,  2.457628037686460E+06,  7.795592478092009E-05,  3.010921291176159E+02,  1.875331824518549E+02,  4.090337578440404E+06,  8.105446120411607E+06,  4.617994091041953E+06,
2457619.333333333, A.D. 2016-Aug-18 20:00:00.0000,  9.816081686395330E-01,  7.522949686559636E+04,  9.064500744998163E+01,  2.692483273478746E+02,  1.746759701401420E+02,  2.457628037648838E+06,  7.795483996989416E-05,  3.013738396809023E+02,  1.875624617454222E+02,  4.090375525479273E+06,  8.105521554092950E+06,  4.618058354542585E+06,
2457619.375000000, A.D. 2016-Aug-18 21:00:00.0000,  9.816082446653690E-01,  7.523019120428310E+04,  9.063700484660660E+01,  2.692480124950506E+02,  1.746758226490006E+02,  2.457628037595335E+06,  7.795327739088999E-05,  3.016560069743304E+02,  1.875919293351194E+02,  4.090430186542723E+06,  8.105630181881162E+06,  4.618150923851618E+06,
2457619.416666667, A.D. 2016-Aug-18 22:00:00.0000,  9.816083381816654E-01,  7.523110647166515E+04,  9.062957678360469E+01,  2.692477164393537E+02,  1.746756329429992E+02,  2.457628037527089E+06,  7.795126027666207E-05,  3.019386008468367E+02,  1.876215844509782E+02,  4.090500750544850E+06,  8.105770394618034E+06,  4.618270425934100E+06,
2457619.458333333, A.D. 2016-Aug-18 23:00:00.0000,  9.816084482892721E-01,  7.523222367245877E+04,  9.062288122074118E+01,  2.692474461303252E+02,  1.746754046490709E+02,  2.457628037445614E+06,  7.794882391140847E-05,  3.022215800454312E+02,  1.876514252220112E+02,  4.090585985116997E+06,  8.105939746561536E+06,  4.618414774405736E+06,
2457619.500000000, A.D. 2016-Aug-19 00:00:00.0000,  9.816085735449281E-01,  7.523351758293180E+04,  9.061704145874792E+01,  2.692472073493670E+02,  1.746751425840292E+02,  2.457628037352807E+06,  7.794601672142431E-05,  3.025048915007264E+02,  1.876814485955146E+02,  4.090684198244191E+06,  8.106134878905450E+06,  4.618581104492156E+06,
2457619.541666667, A.D. 2016-Aug-19 01:00:00.0000,  9.816087128325204E-01,  7.523496406714618E+04,  9.061220204318951E+01,  2.692470069613439E+02,  1.746748512352311E+02,  2.457628037250389E+06,  7.794288336114350E-05,  3.027884868408531E+02,  1.877116518817839E+02,  4.090793829818472E+06,  8.106352695569797E+06,  4.618766774792798E+06,
2457619.583333333, A.D. 2016-Aug-19 02:00:00.0000,  9.816088636585415E-01,  7.523652523717347E+04,  9.060846603598795E+01,  2.692468503176685E+02,  1.746745378185593E+02,  2.457628037141001E+06,  7.793949860594437E-05,  3.030722901291298E+02,  1.877420296680201E+02,  4.090912265577096E+06,  8.106588005917017E+06,  4.618967358516509E+06,
2457619.625000000, A.D. 2016-Aug-19 03:00:00.0000,  9.816090240874997E-01,  7.523816973519484E+04,  9.060589411825963E+01,  2.692467411447502E+02,  1.746742082249709E+02,  2.457628037026758E+06,  7.793592352425985E-05,  3.033562399961323E+02,  1.877725778722143E+02,  4.091037370347260E+06,  8.106836570959325E+06,  4.619179240083546E+06,
2457619.666666667, A.D. 2016-Aug-19 04:00:00.0000,  9.816091916559312E-01,  7.523986123263102E+04,  9.060452849826096E+01,  2.692466824795531E+02,  1.746738693188430E+02,  2.457628036910060E+06,  7.793223025059913E-05,  3.036402660587907E+02,  1.878032914560982E+02,  4.091166621117905E+06,  8.107093381003179E+06,  4.619398146856350E+06,
2457619.708333333, A.D. 2016-Aug-19 05:00:00.0000,  9.816093635981142E-01,  7.524156135357193E+04,  9.060438507984017E+01,  2.692466762907763E+02,  1.746735283711354E+02,  2.457628036793387E+06,  7.792849600413315E-05,  3.039242947810089E+02,  1.878341649883594E+02,  4.091297316163318E+06,  8.107353070973064E+06,  4.619619503254707E+06,
2457619.750000000, A.D. 2016-Aug-19 06:00:00.0000,  9.816095369874914E-01,  7.524323151847646E+04,  9.060545076378479E+01,  2.692467233046391E+02,  1.746731927050512E+02,  2.457628036679172E+06,  7.792479932331863E-05,  3.042082530834201E+02,  1.878651929977366E+02,  4.091426706728317E+06,  8.107610181938157E+06,  4.619838653755399E+06,
2457619.791666667, A.D. 2016-Aug-19 07:00:00.0000,  9.816097088343597E-01,  7.524483416581972E+04,  9.060768359989181E+01,  2.692468229497503E+02,  1.746728694618872E+02,  2.457628036569735E+06,  7.792121754718239E-05,  3.044920706815100E+02,  1.878963702071180E+02,  4.091552085178797E+06,  8.107859336191774E+06,  4.620051012190806E+06,
2457619.833333333, A.D. 2016-Aug-19 08:00:00.0000,  9.816098761638561E-01,  7.524633363561021E+04,  9.061101445259990E+01,  2.692469733698469E+02,  1.746725654306045E+02,  2.457628036467220E+06,  7.791782494894576E-05,  3.047756817443617E+02,  1.879276917044654E+02,  4.091670850400737E+06,  8.108095367165864E+06,  4.620252172540538E+06,
2457619.875000000, A.D. 2016-Aug-19 09:00:00.0000,  9.816100364057915E-01,  7.524769678072815E+04,  9.061534706861160E+01,  2.692471713670825E+02,  1.746722867881080E+02,  2.457628036373499E+06,  7.791468931207682E-05,  3.050590279206488E+02,  1.879591532020974E+02,  4.091780627799863E+06,  8.108313558818999E+06,  4.620438112228984E+06,
2457619.916666667, A.D. 2016-Aug-19 10:00:00.0000,  9.816101861889246E-01,  7.524889396793052E+04,  9.062057047791345E+01,  2.692474129154475E+02,  1.746720394624985E+02,  2.457628036290376E+06,  7.791187804243448E-05,  3.053420525779594E+02,  1.879907506790112E+02,  4.091879055491721E+06,  8.108509217015512E+06,  4.620604830035377E+06,
2457619.958333333, A.D. 2016-Aug-19 11:00:00.0000,  9.816103233221773E-01,  7.524989905229819E+04,  9.062654783717414E+01,  2.692476926042359E+02,  1.746718282944213E+02,  2.457628036219202E+06,  7.790944562169233E-05,  3.056247121106624E+02,  1.880224812136219E+02,  4.091964223767264E+06,  8.108678548482229E+06,  4.620749090528314E+06,
2457620.000000000, A.D. 2016-Aug-19 12:00:00.0000,  9.816104455853711E-01,  7.525069025680910E+04,  9.063312930136409E+01,  2.692480041887114E+02,  1.746716574229963E+02,  2.457628036161090E+06,  7.790743993168494E-05,  3.059069698900168E+02,  1.880543426038076E+02,  4.092034453915130E+06,  8.108818217573452E+06,  4.620868049517156E+06,
2457620.041666667, A.D. 2016-Aug-19 13:00:00.0000,  9.816105511081865E-01,  7.525125050211221E+04,  9.064015315981753E+01,  2.692483406131310E+02,  1.746715300792021E+02,  2.457628036116837E+06,  7.790589933890799E-05,  3.061887986690790E+02,  1.880863335740986E+02,  4.092088400518225E+06,  8.108925550534337E+06,  4.620959427397403E+06,
2457620.083333333, A.D. 2016-Aug-19 14:00:00.0000,  9.816106384215274E-01,  7.525156775008219E+04,  9.064744950150643E+01,  2.692486941591511E+02,  1.746714485181342E+02,  2.457628036086915E+06,  7.790485183899336E-05,  3.064701810695214E+02,  1.881184538456116E+02,  4.092125081610978E+06,  8.108998595471873E+06,  4.621021560300444E+06,
2457620.125000000, A.D. 2016-Aug-19 15:00:00.0000,  9.816107064973684E-01,  7.525163525296281E+04,  9.065484398025473E+01,  2.692490566090129E+02,  1.746714139716385E+02,  2.457628036071467E+06,  7.790431442002951E-05,  3.067511098519906E+02,  1.881507041861547E+02,  4.092143901134296E+06,  8.109036167015630E+06,  4.621053438183425E+06,
2457620.166666667, A.D. 2016-Aug-19 16:00:00.0000,  9.816107547751955E-01,  7.525145170037338E+04,  9.066216161476534E+01,  2.692494194207806E+02,  1.746714266231025E+02,  2.457628036070310E+06,  7.790429266848959E-05,  3.070315879581130E+02,  1.881830864387508E+02,  4.092144662841808E+06,  8.109037873983242E+06,  4.621054728420778E+06,
2457620.208333333, A.D. 2016-Aug-19 17:00:00.0000,  9.816107831740863E-01,  7.525102126130974E+04,  9.066923054516322E+01,  2.692497739119970E+02,  1.746714856049834E+02,  2.457628036082949E+06,  7.790478062799105E-05,  3.073116283248474E+02,  1.882156035279915E+02,  4.092127575290072E+06,  8.109004129318835E+06,  4.621025784271995E+06,
2457620.250000000, A.D. 2016-Aug-19 18:00:00.0000,  9.816107920904703E-01,  7.525035352247511E+04,  9.067588566274790E+01,  2.692501114475621E+02,  1.746715890185687E+02,  2.457628036108591E+06,  7.790576090857651E-05,  3.075912534829070E+02,  1.882482594446779E+02,  4.092093247990173E+06,  8.108936142457871E+06,  4.620967638355589E+06,
